1,151
1,55
1,120
1,226
1,141
1,429
1,221
1,160
1,220
1,455
1,139
1,246
1,250
1,280
1,496
1,173
1,213
1,493
1,200
1,74
1,343
1,372
1,138
1,149
1,325
1,78
1,113
1,427
1,311
1,239
1,244
1,37
1,22
1,390
1,72
1,98
1,11
1,229
1,61
1,282
1,368
1,143
1,415
1,363
1,438
1,266
1,237
1,431
1,223
1,315
1,230
1,247
1,103
1,404
1,249
1,407
1,482
1,406
1,56
1,300
1,398
1,208
1,126
1,299
1,440
1,54
1,102
1,47
1,324
1,444
1,268
1,70
1,459
1,207
1,125
1,107
1,495
1,433
1,449
1,117
1,260
1,423
1,214
1,146
1,384
1,400
1,492
1,167
1,8
1,232
1,485
1,317
1,362
1,86
1,305
1,261
1,326
1,416
1,473
1,499
1,135
1,486
1,4
1,7
1,31
1,21
1,209
1,273
1,276
1,251
1,219
1,26
1,275
1,328
1,97
1,348
1,235
1,294
1,494
1,210
1,252
1,34
1,292
1,375
1,331
1,12
1,52
1,38
1,417
1,411
1,63
1,410
1,182
1,367
1,376
1,76
1,131
1,245
1,110
1,216
1,171
1,203
1,467
1,158
1,238
1,109
1,148
1,192
1,284
1,472
1,462
1,307
1,329
1,281
1,439
1,101
1,396
1,44
1,84
1,36
1,403
1,92
1,152
1,121
1,408
1,383
1,296
1,310
1,448
1,93
1,380
1,13
1,64
1,240
1,106
1,30
1,465
1,83
1,314
1,71
1,358
1,484
1,450
1,388
1,196
1,104
1,18
1,43
1,446
1,45
1,155
1,401
1,231
1,15
1,90
1,59
1,350
1,364
1,322
1,309
1,461
1,313
1,241
1,108
1,96
1,318
1,20
1,476
1,470
1,355
1,306
1,293
1,391
1,14
1,374
1,333
1,458
1,118
1,195
1,94
1,436
1,453
1,338
1,111
1,48
1,491
1,198
1,3
1,123
1,464
1,342
1,399
1,291
1,227
1,128
1,137
1,51
1,409
1,295
1,170
1,274
1,122
1,218
1,402
1,330
1,10
1,419
1,298
1,370
1,347
1,114
1,254
1,212
1,188
1,474
1,377
1,172
1,469
1,236
1,271
1,29
1,498
1,341
1,197
1,142
1,421
1,270
1,412
1,60
1,169
1,316
1,257
1,422
1,371
1,165
1,228
1,95
1,340
1,164
1,323
1,73
1,140
1,89
1,452
1,471
1,66
1,40
1,24
1,356
1,127
1,39
1,477
1,42
1,201
1,80
1,183
1,373
1,369
1,168
1,277
1,351
1,360
1,243
1,463
1,161
1,9
1,488
1,265
1,335
1,124
1,283
1,185
1,269
1,204
1,442
1,16
1,180
1,424
1,79
1,82
1,193
1,177
1,67
1,154
1,475
1,189
1,290
1,46
1,267
1,253
1,258
1,100
1,175
1,129
1,366
1,191
1,255
1,454
1,1
1,136
1,425
1,215
1,194
1,217
1,320
1,87
1,202
1,130
1,289
1,57
1,332
1,395
1,33
1,337
1,179
1,65
1,233
1,428
1,263
1,478
1,457
1,119
1,405
1,184
1,460
1,345
1,302
1,150
1,393
1,242
1,468
1,483
1,145
1,303
1,35
1,211
1,327
1,489
1,279
1,308
1,53
1,159
1,392
1,349
1,264
1,382
1,432
1,447
1,312
1,88
1,77
1,166
1,381
1,479
1,27
1,205
1,353
1,346
1,50
1,156
1,389
1,354
1,132
1,115
1,62
1,6
1,17
0,332
0,244
0,160
0,284
0,375
0,419
0,124
0,81
0,369
0,406
0,428
0,319
0,454
0,217
0,458
0,345
0,109
0,152
0,150
0,326
0,225
0,379
0,461
0,373
0,486
0,61
0,236
0,370
0,397
0,248
0,398
0,191
0,197
0,364
0,417
0,497
0,361
0,399
0,499
0,226
0,300
0,357
0,164
0,98
0,26
0,320
0,471
0,295
0,478
0,185
0,330
0,210
0,117
0,206
0,267
0,214
0,354
0,376
0,346
0,34
0,338
0,336
0,245
0,479
0,99
0,251
0,415
0,310
0,493
0,477
0,462
0,108
0,13
0,86
0,355
0,126
0,293
0,470
0,481
0,464
0,257
0,0
0,452
0,302
0,8
0,69
0,49
0,87
0,489
0,356
0,30
0,322
0,77
0,66
0,472
0,62
0,343
0,55
0,37
0,172
0,207
0,331
0,366
0,232
0,15
0,393
0,194
0,222
0,250
0,463
0,92
0,353
0,52
0,168
0,359
0,100
0,29
0,467
0,63
0,54
0,215
0,183
0,1
0,201
0,173
0,169
0,339
0,304
0,75
0,21
0,134
0,420
0,411
0,22
0,334
0,33
0,5
0,10
0,407
0,89
0,424
0,380
0,325
0,256
0,269
0,277
0,292
0,188
0,391
0,45
0,482
0,413
0,271
0,241
0,43
0,259
0,387
0,46
0,490
0,4
0,208
0,485
0,82
0,287
0,469
0,238
0,216
0,32
0,129
0,57
0,227
0,365
0,237
0,447
0,38
0,39
0,312
0,209
0,113
0,132
0,20
0,51
0,459
0,416
0,341
0,306
0,41
0,223
0,103
0,408
0,136
0,360
0,18
0,78
0,139
0,97
0,170
0,430
0,203
0,204
0,71
0,48
0,229
0,95
0,131
0,261
0,349
0,434
0,403
0,342
0,235
0,352
0,91
0,425
0,12
0,441
0,260
0,189
0,2
0,440
0,193
0,178
0,242
0,16
0,382
0,11
0,249
0,171
0,410
0,435
0,9
0,371
0,278
0,65
0,340
0,389
0,483
0,19
0,388
0,258
0,432
0,144
0,70
0,151
0,145
0,149
0,363
0,313
0,311
0,212
0,494
0,116
0,318
0,299
0,412
0,431
0,202
0,392
0,422
0,358
0,426
0,315
0,93
0,496
0,135
0,174
0,439
0,385
0,484
0,444
0,143
0,351
0,421
0,42
0,254
0,317
0,72
0,495
0,286
0,288
0,138
0,443
0,221
0,384
0,84
0,308
0,372
0,475
0,390
0,321
0,280
0,198
0,184
0,177
0,448
0,195
0,186
0,279
0,436
0,314
0,285
0,121
0,127
0,47
0,263
0,473
0,119
0,147
0,56
0,196
0,234
0,58
0,324
0,224
0,298
0,59
0,405
0,154
0,137
0,498
0,307
0,264
0,480
0,451
0,25
0,275
0,374
0,266
0,199
0,190
0,176
0,148
0,418
0,3
0,381
0,60
0,291
0,111
0,386
0,163
0,162
0,246
0,274
0,316
0,115
0,158
0,455
0,14
0,492
0,466
0,328
0,401
0,367
0,276
0,429
0,31
0,243
0,179
0,7
0,457
0,120
0,347
0,165
0,362
0,155
0,438
0,157
0,166
0,396
0,282
0,474
0,105
0,187
0,101
0,73
0,53
0,449
0,211
0,6
0,85
0,123
0,409
0,344
0,252
0,290
0,231
0,296
0,289
0,247
0,491
0,104
0,395
0,378
0,74
0,348
0,453
0,281
0,272
0,27
0,394
0,414
